X,geneID,transcriptID,transcriptName,classification,hybrid,rownum,chr,start,stop,strand,method,type
1819854,ENSG00000252619,ENST00000516810,RNU6-1149P-201,single_exon,none,1819854,chr21,42417497,42417593,-,ENSEMBL,exon
1820549,ENSG00000264580,ENST00000579137,MIR5692B-201,single_exon,none,1820549,chr21,42950928,42951014,-,ENSEMBL,exon
1820862,ENSG00000232777,ENST00000450190,MRPL51P2-201,single_exon,none,1820862,chr21,43115334,43115709,-,HAVANA,exon
1820951,ENSG00000188660,ENST00000701366,LINC00319-204,single_exon,none,1820951,chr21,43446601,43447093,+,HAVANA,exon
1821029,ENSG00000214326,ENST00000398116,RPL31P1-201,single_exon,none,1821029,chr21,43551229,43551600,+,HAVANA,exon
1821032,ENSG00000234289,ENST00000599962,H2BC12L-201,single_exon,none,1821032,chr21,43565182,43565648,+,HAVANA,exon
1821035,ENSG00000278433,ENST00000613967,MIR6070-201,single_exon,none,1821035,chr21,43609887,43609989,-,ENSEMBL,exon
1821219,ENSG00000160213,ENST00000480147,CSTB-202,single_exon,HFE,1821219,chr21,43772525,43776268,-,HAVANA,exon
1821230,ENSG00000234030,ENST00000452969,TMEM97P1-201,single_exon,none,1821230,chr21,43783123,43783573,+,HAVANA,exon
1821304,ENSG00000226543,ENST00000449877,MYL6P1-201,single_exon,none,1821304,chr21,43855890,43856342,-,HAVANA,exon
1821444,ENSG00000199598,ENST00000362728,RNU6-859P-201,single_exon,none,1821444,chr21,43919795,43919901,-,ENSEMBL,exon
1821447,ENSG00000252606,ENST00000516797,RNU6-1150P-201,single_exon,none,1821447,chr21,43996322,43996420,-,ENSEMBL,exon
1821709,ENSG00000225331,ENST00000701364,LINC01678-203,single_exon,HFE,1821709,chr21,44159139,44159855,-,HAVANA,exon
1821862,ENSG00000278158,ENST00000619053,ENST00000619053,single_exon,none,1821862,chr21,44241575,44242081,+,HAVANA,exon
1821865,ENSG00000275799,ENST00000620163,ENST00000620163,single_exon,none,1821865,chr21,44244545,44244993,+,HAVANA,exon
1822189,ENSG00000260256,ENST00000568332,ENST00000568332,single_exon,none,1822189,chr21,44347767,44348295,-,HAVANA,exon
1822378,ENSG00000266692,ENST00000581669,ENST00000581669,single_exon,none,1822378,chr21,44437121,44437175,+,ENSEMBL,exon
1822381,ENSG00000264452,ENST00000583496,ENST00000583496,single_exon,none,1822381,chr21,44439035,44439110,+,ENSEMBL,exon
1822403,ENSG00000227999,ENST00000445440,MTND5P1-201,single_exon,none,1822403,chr21,44473723,44475097,-,HAVANA,exon
1822406,ENSG00000274225,ENST00000617205,ENST00000617205,single_exon,none,1822406,chr21,44477850,44478493,+,HAVANA,exon
1822409,ENSG00000289857,ENST00000701122,ENST00000701122,single_exon,none,1822409,chr21,44483044,44483398,+,HAVANA,exon
1822489,ENSG00000215455,ENST00000400375,KRTAP10-1-201,single_exon,none,1822489,chr21,44538981,44540195,-,HAVANA,exon
1822492,ENSG00000205445,ENST00000391621,KRTAP10-2-201,single_exon,HFE,1822492,chr21,44550357,44551505,-,HAVANA,exon
1822498,ENSG00000212935,ENST00000391620,KRTAP10-3-201,single_exon,none,1822498,chr21,44557790,44558795,-,HAVANA,exon
1822501,ENSG00000215454,ENST00000400374,KRTAP10-4-201,single_exon,none,1822501,chr21,44573729,44575371,+,HAVANA,exon
1822504,ENSG00000241123,ENST00000400372,KRTAP10-5-201,single_exon,none,1822504,chr21,44579455,44580604,-,HAVANA,exon
1822507,ENSG00000188155,ENST00000400368,KRTAP10-6-201,single_exon,none,1822507,chr21,44591268,44592505,-,HAVANA,exon
1822510,ENSG00000272804,ENST00000609664,KRTAP10-7-201,single_exon,none,1822510,chr21,44600597,44602174,+,HAVANA,exon
1822513,ENSG00000187766,ENST00000334662,KRTAP10-8-201,single_exon,none,1822513,chr21,44612079,44612954,+,HAVANA,exon
1822516,ENSG00000221837,ENST00000397911,KRTAP10-9-201,single_exon,HFE,1822516,chr21,44627093,44628378,+,HAVANA,exon
1822522,ENSG00000221859,ENST00000380095,KRTAP10-10-201,single_exon,none,1822522,chr21,44637356,44638455,+,HAVANA,exon
1822525,ENSG00000243489,ENST00000334670,KRTAP10-11-201,single_exon,none,1822525,chr21,44646414,44647650,+,HAVANA,exon
1822528,ENSG00000212933,ENST00000391618,KRTAP12-4-201,single_exon,none,1822528,chr21,44654213,44654659,-,HAVANA,exon
1822531,ENSG00000205439,ENST00000397907,KRTAP12-3-201,single_exon,none,1822531,chr21,44657932,44658341,+,HAVANA,exon
1822534,ENSG00000221864,ENST00000360770,KRTAP12-2-201,single_exon,none,1822534,chr21,44666189,44666927,-,HAVANA,exon
1822537,ENSG00000229880,ENST00000435590,IMMTP1-201,single_exon,none,1822537,chr21,44675868,44678086,-,HAVANA,exon
1822540,ENSG00000187175,ENST00000391617,KRTAP12-1-201,single_exon,none,1822540,chr21,44681576,44682163,-,HAVANA,exon
1822543,ENSG00000276647,ENST00000617417,KRTAP12-6P-201,single_exon,none,1822543,chr21,44686358,44686629,+,HAVANA,exon
1822546,ENSG00000189169,ENST00000400365,KRTAP10-12-201,single_exon,HFE,1822546,chr21,44697172,44698044,+,HAVANA,exon
1822553,ENSG00000236382,ENST00000412914,KRTAP10-13P-201,single_exon,none,1822553,chr21,44702221,44702791,+,HAVANA,exon
1822633,ENSG00000236519,ENST00000692279,LINC01424-202,single_exon,HFE,1822633,chr21,44801883,44803656,+,HAVANA,exon
1822711,ENSG00000289009,ENST00000686815,ENST00000686815,single_exon,none,1822711,chr21,44873985,44875807,+,HAVANA,exon
1822991,ENSG00000227039,ENST00000692198,ITGB2-AS1-208,single_exon,HFE,1822991,chr21,44927787,44929680,+,HAVANA,exon
1822994,ENSG00000273027,ENST00000609461,ENST00000609461,single_exon,none,1822994,chr21,44929653,44930112,-,HAVANA,exon
1823046,ENSG00000272825,ENST00000609953,ENST00000609953,single_exon,none,1823046,chr21,44936303,44936954,+,HAVANA,exon
1823079,ENSG00000276529,ENST00000616815,ENST00000616815,single_exon,none,1823079,chr21,44978832,44979274,+,HAVANA,exon
1823089,ENSG00000261706,ENST00000569966,LINC00165-201,single_exon,none,1823089,chr21,44994362,44995185,-,HAVANA,exon
1823096,ENSG00000235374,ENST00000599569,SSR4P1-203,single_exon,HFE,1823096,chr21,45070952,45073211,-,HAVANA,exon
1823101,ENSG00000235374,ENST00000415143,SSR4P1-201,single_exon,HFE,1823101,chr21,45071828,45072239,-,HAVANA,exon
1823242,ENSG00000267857,ENST00000596207,ENST00000596207,single_exon,none,1823242,chr21,45100487,45101094,-,HAVANA,exon
1823405,ENSG00000288842,ENST00000686985,ENST00000686985,single_exon,none,1823405,chr21,45319825,45320834,+,HAVANA,exon
1823420,ENSG00000228930,ENST00000429327,MTCO1P3-201,single_exon,none,1823420,chr21,45376191,45376382,-,HAVANA,exon
1823430,ENSG00000273796,ENST00000617004,ENST00000617004,single_exon,none,1823430,chr21,45403809,45404943,-,HAVANA,exon
1823622,ENSG00000275167,ENST00000611994,MIR6815-201,single_exon,none,1823622,chr21,45478266,45478326,+,ENSEMBL,exon
1823695,ENSG00000288885,ENST00000693093,ENST00000693093,single_exon,none,1823695,chr21,45555648,45556595,+,HAVANA,exon
1823917,ENSG00000275139,ENST00000617854,ENST00000617854,single_exon,none,1823917,chr21,45759804,45763758,-,HAVANA,exon
1823929,ENSG00000276633,ENST00000618749,ENST00000618749,single_exon,none,1823929,chr21,45870854,45873345,+,HAVANA,exon
1823937,ENSG00000274248,ENST00000621707,ENST00000621707,single_exon,none,1823937,chr21,45974489,45974953,+,HAVANA,exon
1824041,ENSG00000233767,ENST00000428242,PSMA6P3-201,single_exon,none,1824041,chr21,46072085,46072248,-,HAVANA,exon
1825232,ENSG00000286224,ENST00000652508,ENST00000652508,single_exon,none,1825232,chr21,46326288,46326491,+,HAVANA,exon
1825235,ENSG00000225043,ENST00000450007,RPL18AP2-201,single_exon,none,1825235,chr21,46420553,46421034,-,HAVANA,exon
1825492,ENSG00000202239,ENST00000365369,RNU6-396P-201,single_exon,none,1825492,chr21,46525618,46525722,+,ENSEMBL,exon
1825626,ENSG00000230982,ENST00000419906,DSTNP1-201,single_exon,none,1825626,chr21,46653558,46654022,-,HAVANA,exon
1825629,ENSG00000289511,ENST00000690385,ENST00000690385,single_exon,none,1825629,chr21,46667379,46669249,+,HAVANA,exon
1825632,ENSG00000212932,ENST00000427757,RPL23AP4-201,single_exon,none,1825632,chr21,46690764,46691226,+,HAVANA,exon
1825635,ENSG00000277248,ENST00000615943,U2.14-201,single_exon,none,1825635,chr22,10736171,10736283,-,ENSEMBL,exon
1825657,ENSG00000276871,ENST00000612732,5_8S_rRNA.4-201,single_exon,none,1825657,chr22,11249809,11249959,-,ENSEMBL,exon
1825703,ENSG00000276138,ENST00000613107,U6.58-201,single_exon,none,1825703,chr22,15273855,15273961,+,ENSEMBL,exon
1825706,ENSG00000280341,ENST00000623391,ENST00000623391,single_exon,none,1825706,chr22,15282557,15288670,-,HAVANA,exon
1825716,ENSG00000279442,ENST00000623199,ENST00000623199,single_exon,none,1825716,chr22,15298378,15304556,-,HAVANA,exon
1825724,ENSG00000236097,ENST00000441221,BNIP3P2-201,single_exon,none,1825724,chr22,15349467,15350043,+,HAVANA,exon
1825732,ENSG00000130538,ENST00000643195,OR11H1-201,single_exon,none,1825732,chr22,15528192,15529139,+,HAVANA,exon
1825751,ENSG00000215268,ENST00000417863,ENST00000417863,single_exon,none,1825751,chr22,15562017,15564276,-,HAVANA,exon
1825754,ENSG00000213727,ENST00000456143,ENST00000456143,single_exon,none,1825754,chr22,15572089,15573265,-,HAVANA,exon
1825757,ENSG00000230643,ENST00000447704,ENST00000447704,single_exon,none,1825757,chr22,15588361,15588478,+,HAVANA,exon
1825765,ENSG00000231565,ENST00000438441,NEK2P2-201,single_exon,none,1825765,chr22,15611759,15613096,-,HAVANA,exon
1825768,ENSG00000226474,ENST00000440999,ENST00000440999,single_exon,none,1825768,chr22,15615402,15615578,-,HAVANA,exon
1825823,ENSG00000212216,ENST00000390914,RNU6-816P-201,single_exon,none,1825823,chr22,15701459,15701565,+,ENSEMBL,exon
1825826,ENSG00000241838,ENST00000417657,ENST00000417657,single_exon,none,1825826,chr22,15721486,15722608,+,HAVANA,exon
1825895,ENSG00000206195,ENST00000607933,DUXAP8-207,single_exon,HFE,1825895,chr22,15818493,15819134,+,HAVANA,exon
1825915,ENSG00000272872,ENST00000608286,ENST00000608286,single_exon,none,1825915,chr22,15823197,15823890,+,HAVANA,exon
1825918,ENSG00000271672,ENST00000456786,DUXAP8-210,single_exon,none,1825918,chr22,15826566,15827187,+,HAVANA,exon
1825928,ENSG00000215270,ENST00000398242,TOMM40P2-201,single_exon,none,1825928,chr22,15854195,15855243,-,HAVANA,exon
1825931,ENSG00000229286,ENST00000448070,ENST00000448070,single_exon,none,1825931,chr22,15901791,15901911,+,HAVANA,exon
1825938,ENSG00000278188,ENST00000612550,U6.81-201,single_exon,none,1825938,chr22,16141767,16141872,+,ENSEMBL,exon
1825947,ENSG00000226160,ENST00000427602,ENST00000427602,single_exon,none,1825947,chr22,16405330,16405417,+,HAVANA,exon
1825967,ENSG00000280263,ENST00000623630,ACTR3BP6-201,single_exon,none,1825967,chr22,16486985,16488322,+,ENSEMBL,exon
1825995,ENSG00000198445,ENST00000359963,CCT8L2-201,single_exon,none,1825995,chr22,16590751,16592810,-,HAVANA,exon
1826002,ENSG00000240122,ENST00000430910,FABP5P11-201,single_exon,none,1826002,chr22,16595089,16595485,-,HAVANA,exon
1826061,ENSG00000283633,ENST00000588548,ENST00000588548,single_exon,HFE,1826061,chr22,16612582,16615104,+,HAVANA,exon
1826153,ENSG00000234121,ENST00000442797,GPM6BP3-201,single_exon,none,1826153,chr22,16837522,16837666,+,HAVANA,exon
1826162,ENSG00000237835,ENST00000422608,ENST00000422608,single_exon,none,1826162,chr22,16855804,16856162,+,HAVANA,exon
1826165,ENSG00000220248,ENST00000404435,ZNF402P-201,single_exon,none,1826165,chr22,16857619,16860718,-,HAVANA,exon
1826172,ENSG00000228122,ENST00000448961,MTND1P17-201,single_exon,none,1826172,chr22,16876218,16876421,-,HAVANA,exon
1826175,ENSG00000237358,ENST00000412238,ENST00000412238,single_exon,none,1826175,chr22,16876552,16876902,-,HAVANA,exon
1826178,ENSG00000225480,ENST00000427470,ENST00000427470,single_exon,none,1826178,chr22,16897445,16897546,+,HAVANA,exon
1826257,ENSG00000270226,ENST00000605217,ENST00000605217,single_exon,none,1826257,chr22,17012404,17012932,+,HAVANA,exon
1826289,ENSG00000273203,ENST00000608373,ENST00000608373,single_exon,none,1826289,chr22,17067821,17070675,+,HAVANA,exon
1826292,ENSG00000273442,ENST00000609791,ENST00000609791,single_exon,none,1826292,chr22,17080701,17081456,+,HAVANA,exon
1826360,ENSG00000235328,ENST00000429106,ENST00000429106,single_exon,none,1826360,chr22,17093612,17093939,-,HAVANA,exon
1826363,ENSG00000183307,ENST00000331437,TMEM121B-201,single_exon,HFE,1826363,chr22,17116297,17121360,-,HAVANA,exon
1826700,ENSG00000236325,ENST00000428401,RPL32P5-201,single_exon,none,1826700,chr22,17192936,17193308,+,HAVANA,exon
1826712,ENSG00000231004,ENST00000453421,CECR9-201,single_exon,none,1826712,chr22,17329034,17329232,+,HAVANA,exon
1826715,ENSG00000239547,ENST00000485262,RN7SL843P-201,single_exon,none,1826715,chr22,17352881,17353177,-,ENSEMBL,exon
1826810,ENSG00000229492,ENST00000455617,ENST00000455617,single_exon,none,1826810,chr22,17418697,17419828,+,HAVANA,exon
1826813,ENSG00000232305,ENST00000455251,CLCP1-201,single_exon,none,1826813,chr22,17424388,17424775,-,HAVANA,exon
1826816,ENSG00000228045,ENST00000437347,DNAJA1P6-201,single_exon,none,1826816,chr22,17518676,17519029,-,HAVANA,exon
1827111,ENSG00000264757,ENST00000583102,MIR3198-1-201,single_exon,none,1827111,chr22,17764180,17764259,-,ENSEMBL,exon
1827114,ENSG00000269220,ENST00000600723,LINC00528-201,single_exon,none,1827114,chr22,17777322,17779481,+,HAVANA,exon
1827269,ENSG00000243156,ENST00000578905,MICAL3-214,single_exon,HFE,1827269,chr22,17839951,17842482,-,HAVANA,exon
1827374,ENSG00000207780,ENST00000385046,MIR648-201,single_exon,none,1827374,chr22,17980868,17980961,-,ENSEMBL,exon
1827397,ENSG00000225335,ENST00000607927,ENST00000607927,single_exon,none,1827397,chr22,18077186,18078884,-,HAVANA,exon
1827399,ENSG00000225335,ENST00000622035,ENST00000622035,single_exon,none,1827399,chr22,18078055,18078775,-,ENSEMBL,exon
1827432,ENSG00000236890,ENST00000427227,ENST00000427227,single_exon,none,1827432,chr22,18081466,18081675,-,HAVANA,exon
1827435,ENSG00000235617,ENST00000450866,ENST00000450866,single_exon,none,1827435,chr22,18101612,18101888,+,HAVANA,exon
1827487,ENSG00000280007,ENST00000623543,ENST00000623543,single_exon,none,1827487,chr22,18110759,18131154,-,HAVANA,exon
1827596,ENSG00000275060,ENST00000612861,PPP1R26P3-201,single_exon,none,1827596,chr22,18400407,18404206,-,HAVANA,exon
1827643,ENSG00000275319,ENST00000618466,Metazoa_SRP.81-201,single_exon,none,1827643,chr22,18524620,18524935,+,ENSEMBL,exon
1827646,ENSG00000277690,ENST00000359859,ENST00000359859,single_exon,none,1827646,chr22,18527157,18527626,+,HAVANA,exon
1827801,ENSG00000274625,ENST00000614296,ENST00000614296,single_exon,none,1827801,chr22,18605355,18605497,+,ENSEMBL,exon
1827804,ENSG00000222630,ENST00000410698,RN7SKP131-201,single_exon,none,1827804,chr22,18605802,18606102,-,ENSEMBL,exon
1827807,ENSG00000275793,ENST00000619918,RIMBP3-201,single_exon,none,1827807,chr22,18605815,18611919,-,HAVANA,exon
1827810,ENSG00000275362,ENST00000611762,Metazoa_SRP.83-201,single_exon,none,1827810,chr22,18615581,18615900,+,ENSEMBL,exon
1827819,ENSG00000286175,ENST00000652395,FAM246B-201,single_exon,none,1827819,chr22,18633984,18634682,+,HAVANA,exon
1827829,ENSG00000273643,ENST00000611403,PPP1R26P2-201,single_exon,none,1827829,chr22,18650023,18653617,-,HAVANA,exon
1827832,ENSG00000278008,ENST00000619065,PPP1R26P4-201,single_exon,none,1827832,chr22,18715815,18719341,+,HAVANA,exon
1827845,ENSG00000182824,ENST00000611876,FAM230E-202,single_exon,HFE,1827845,chr22,18756348,18757906,+,HAVANA,exon
1827884,ENSG00000239989,ENST00000437537,ENST00000437537,single_exon,none,1827884,chr22,18794414,18794804,-,HAVANA,exon
1827887,ENSG00000234764,ENST00000428850,E2F6P1-201,single_exon,none,1827887,chr22,18833694,18834438,+,HAVANA,exon
1827896,ENSG00000161103,ENST00000342005,POM121L15P-201,single_exon,none,1827896,chr22,18846932,18848320,+,HAVANA,exon
1827926,ENSG00000279987,ENST00000623570,ENST00000623570,single_exon,none,1827926,chr22,18883502,18884682,-,HAVANA,exon
1828132,ENSG00000280418,ENST00000624224,ENST00000624224,single_exon,none,1828132,chr22,18951934,18959512,-,HAVANA,exon
1828209,ENSG00000271275,ENST00000604539,ENST00000604539,single_exon,none,1828209,chr22,18997138,18997595,-,HAVANA,exon
1828212,ENSG00000283366,ENST00000637415,ENST00000637415,single_exon,none,1828212,chr22,19014353,19014506,+,HAVANA,exon
1828215,ENSG00000270393,ENST00000603208,ENST00000603208,single_exon,none,1828215,chr22,19018043,19018916,-,HAVANA,exon
1828221,ENSG00000286025,ENST00000652053,FAM246C-201,single_exon,HFE,1828221,chr22,19029524,19031242,+,HAVANA,exon
1828294,ENSG00000206739,ENST00000384012,Y_RNA.415-201,single_exon,none,1828294,chr22,19045256,19045367,+,ENSEMBL,exon
1828297,ENSG00000273311,ENST00000609958,DGCR11-201,single_exon,none,1828297,chr22,19046162,19048375,-,HAVANA,exon
1828304,ENSG00000281530,ENST00000629517,ENST00000629517,single_exon,none,1828304,chr22,19061041,19061843,-,HAVANA,exon
1828316,ENSG00000231086,ENST00000450724,TSSK1A-201,single_exon,none,1828316,chr22,19124879,19125646,+,HAVANA,exon
1828356,ENSG00000206203,ENST00000399635,TSSK2-201,single_exon,none,1828356,chr22,19131308,19132622,+,HAVANA,exon
1828364,ENSG00000289481,ENST00000685149,ENST00000685149,single_exon,none,1828364,chr22,19170816,19171614,-,HAVANA,exon
1828367,ENSG00000260924,ENST00000565162,LINC01311-201,single_exon,none,1828367,chr22,19171395,19172851,+,HAVANA,exon
1828597,ENSG00000230194,ENST00000433141,ENST00000433141,single_exon,none,1828597,chr22,19238443,19238739,-,HAVANA,exon
1828600,ENSG00000251940,ENST00000516131,ENST00000516131,single_exon,none,1828600,chr22,19249873,19249966,+,ENSEMBL,exon
1828603,ENSG00000233471,ENST00000446618,KRT18P62-201,single_exon,none,1828603,chr22,19257520,19258806,+,HAVANA,exon
1828707,ENSG00000244296,ENST00000463821,RN7SL168P-201,single_exon,none,1828707,chr22,19365766,19366044,+,ENSEMBL,exon
1828816,ENSG00000273300,ENST00000607934,ENST00000607934,single_exon,none,1828816,chr22,19454179,19454605,+,HAVANA,exon
1828819,ENSG00000273212,ENST00000608816,ENST00000608816,single_exon,none,1828819,chr22,19456503,19456962,+,HAVANA,exon
1829008,ENSG00000184113,ENST00000618236,CLDN5-204,single_exon,HFE,1829008,chr22,19523027,19524410,-,HAVANA,exon
1829010,ENSG00000184113,ENST00000403084,CLDN5-201,single_exon,HFE,1829010,chr22,19523027,19525383,-,HAVANA,exon
1829016,ENSG00000281548,ENST00000629028,LINC00895-201,single_exon,none,1829016,chr22,19565203,19566839,-,HAVANA,exon
1829275,ENSG00000235776,ENST00000424559,RPL7AP70-201,single_exon,none,1829275,chr22,19792294,19793094,+,HAVANA,exon
1829549,ENSG00000232926,ENST00000420617,ENST00000420617,single_exon,none,1829549,chr22,19887289,19887970,+,HAVANA,exon
1829683,ENSG00000284031,ENST00000585066,MIR4761-201,single_exon,none,1829683,chr22,19963753,19963834,+,ENSEMBL,exon
1829989,ENSG00000208023,ENST00000385288,MIR185-201,single_exon,none,1829989,chr22,20033139,20033220,+,ENSEMBL,exon
1830046,ENSG00000277950,ENST00000619837,Metazoa_SRP.175-201,single_exon,none,1830046,chr22,20070716,20070965,+,ENSEMBL,exon
1830135,ENSG00000284140,ENST00000580330,MIR3618-201,single_exon,none,1830135,chr22,20085746,20085833,+,ENSEMBL,exon
1830138,ENSG00000284464,ENST00000408439,MIR1306-201,single_exon,none,1830138,chr22,20086058,20086142,+,ENSEMBL,exon
1830277,ENSG00000278278,ENST00000620368,MIR6816-201,single_exon,none,1830277,chr22,20114686,20114751,-,ENSEMBL,exon
1830354,ENSG00000264346,ENST00000578179,SNORA77B-201,single_exon,none,1830354,chr22,20126402,20126526,+,ENSEMBL,exon
1830438,ENSG00000236499,ENST00000609602,LINC00896-201,single_exon,none,1830438,chr22,20206380,20208524,+,HAVANA,exon
1830461,ENSG00000221039,ENST00000408112,MIR1286-201,single_exon,none,1830461,chr22,20249134,20249211,-,ENSEMBL,exon
1830493,ENSG00000273343,ENST00000608275,ENST00000608275,single_exon,none,1830493,chr22,20318119,20318749,-,HAVANA,exon
1830496,ENSG00000273139,ENST00000609632,ENST00000609632,single_exon,none,1830496,chr22,20320104,20321208,+,HAVANA,exon
1830599,ENSG00000207343,ENST00000384613,RNU6-225P-201,single_exon,none,1830599,chr22,20416797,20416899,-,ENSEMBL,exon
1830701,ENSG00000215493,ENST00000426448,ENST00000426448,single_exon,none,1830701,chr22,20450122,20451824,+,HAVANA,exon
1830704,ENSG00000255156,ENST00000532431,RNY1P9-201,single_exon,none,1830704,chr22,20475203,20475311,-,ENSEMBL,exon
1830707,ENSG00000201916,ENST00000365046,Y_RNA.309-201,single_exon,none,1830707,chr22,20481158,20481268,+,ENSEMBL,exon
1830710,ENSG00000242876,ENST00000493791,RN7SL812P-201,single_exon,none,1830710,chr22,20481935,20482213,-,ENSEMBL,exon
1830713,ENSG00000236670,ENST00000436075,KRT18P5-201,single_exon,none,1830713,chr22,20482815,20484105,-,HAVANA,exon
